SHA256,Comment
41f050f3d003edd67ec02710c60a7b4022685465cb61ae37fc0b3193c1dab5cb,IOCs associated with campaigns targeting Ukraine and Poland
1c118d8fb0be904b129e4552f86cd0b3e239ecd25f4d599c54cc96c1096747af,IOCs associated with campaigns targeting Ukraine and Poland
e41b3bdbfb816d5cfd4b235d2b985894153c41da6726ebfa83e45f3b5b4a1945,IOCs associated with campaigns targeting Ukraine and Poland
6e6f5bebd6bf0fd0b626d6521cdb4faa06275f558bacd419c76702e2728f734c,IOCs associated with campaigns targeting Ukraine and Poland
dd61887d5cdf361a335fec917cd6d1bb186aad56b1f9f5d09b66355ff7f41751,IOCs associated with campaigns targeting Ukraine and Poland
40b87c5444e03b6b4f3d38315c1525cedfafc20355fff84502cc594799dc41df,IOCs associated with campaigns targeting Ukraine and Poland
d3f012662c44293ae07d8c763914db18fc9795673da7c1cdc4d862b1a7c887b9,IOCs associated with campaigns targeting Ukraine and Poland
6837c16dce562abf4c55949cfc8d00b019f7fcc6db6a2e9a71d268312fba813e,IOCs associated with campaigns targeting Ukraine and Poland
f00939201f7e77221e94e917a8e34c3d2143324e02fdf35058526d870a0023a0,IOCs associated with campaigns targeting Ukraine and Poland
71c0881d35f769fe58c084883d2aaee9ec284fcdc04500e5e5272973dfc78944,IOCs associated with campaigns targeting Ukraine and Poland
00030b0db567afa524eb68faf6f194f25bc5361c380599668a82dbae12af088e,IOCs associated with campaigns targeting Ukraine and Poland
a7a7c4062ced46275638719c100ea2397c673148e8473e56a3ec4313ca7dc5f9,IOCs associated with campaigns targeting Ukraine and Poland
4d9cca1d75d4691e794dfe9efb9eef6e9e64b4e978ad17831b459d4bb6722829,IOCs associated with campaigns targeting Ukraine and Poland
4da99f963c26bcc4537ba0437c9cc1445be8bea64067d34308dda6c2e49c8c65,IOCs associated with campaigns targeting Ukraine and Poland
4cedec3e1a2f72a917ad9a59ebe116ed50c3268567946d1e493c8163486b888b,IOCs associated with campaigns targeting Ukraine and Poland
df33b1187c20582560ffaa1c3e86b92003c4a7c8a61acbbe886ab195531c5c89,IOCs associated with campaigns targeting Ukraine and Poland
bec98a8a5e6786ef415a7a7bf7e60cbd384d43ede4e882aa560fdcb24865ac55,IOCs associated with campaigns targeting Ukraine and Poland
00fdb03518c238dc649a39e94f0bcc95dacf3b832979d14d0ed5194b9b482b87,IOCs associated with campaigns targeting Ukraine and Poland
991a19fb00cda372dd1ce4a42580dc40872da5c5bfbb34301615f3870ea3fb58,IOCs associated with campaigns targeting Ukraine and Poland
2c5ba56a41f40bac2f21065fb9883545ef8d359883cb7bc351c481cb9542e104,IOCs associated with campaigns targeting Ukraine and Poland
44fd895174a7c1c0019fc95bb04201106dc165704c70e902e3de58db98f03c7e,IOCs associated with campaigns targeting Ukraine and Poland
30d46a740e2677c8fee383c2a4762561a10c66c5b99215262e42bfabf6bfb1aa,IOCs associated with campaigns targeting Ukraine and Poland
924d3589d642e8fd65746dc156ff9f104d43114a04ea9509f51ee6a439d1915b,IOCs associated with campaigns targeting Ukraine and Poland
ecafe10f0f7d6a9ae94d9735b45f88492b6ea11ff58f37e62fbf7070778af20a,IOCs associated with campaigns targeting Ukraine and Poland
bc92a5b1c4205ea1fbfec9144b8aab485e095142c7105c9d616b089ec668f198,IOCs associated with campaigns targeting Ukraine and Poland
ea5a8f1052e40cb6bcebf384fe67a6920b3651fbd8f3a34a844f39789ebc4d5f,IOCs associated with campaigns targeting Ukraine and Poland
ad8e3ebd496fb4d97e5075adb4f2f1b91195cca059800d0acd182a07698c13b6,IOCs associated with campaigns targeting Ukraine and Poland
3670115fa5fac918ad0dafe399568788690f0f205dd0bebe4f55180fd70d36e9,IOCs associated with campaigns targeting Ukraine and Poland
5969180b072703709764d1ca40be3eeb40f2eb0090859b3743cc21b884fa2106,IOCs associated with campaigns targeting Ukraine and Poland
a5fb6b9417e50bd2260afdcdb5a9eed33e48a283a51408344a4caa2b1025b9a7,IOCs associated with campaigns targeting Ukraine and Poland
c0c455cd3e18be14d2e34cf4e3fb98e7ab0a75ef04b6049ff9f7b306d62704b8,IOCs associated with campaigns targeting Ukraine and Poland
0f3bdbc64446555c6ff611b02f2e64250fcaf39b78237ae4cca7c74d94731b32,IOCs associated with campaigns targeting Ukraine and Poland
35d1e819d2ac2535f0aa9e2294570135f37519386872c415e326146e931b8fb9,IOCs associated with campaigns targeting Ukraine and Poland
5a4bd78a4d3d1a772e9e9b14983646a4c1c6a25cc983b804e4522774ebfa1c14,IOCs associated with campaigns targeting Ukraine and Poland
c40e6b176ad3fd7332cd217191e557352ef4b82bf91f29939121267598737990,IOCs associated with campaigns targeting Ukraine and Poland
e9bbe7c6705a6f5a78c2a9b8060a7e32374b81058f7c2f24851c4d1ea38d7411,IOCs associated with campaigns targeting Ukraine and Poland
73a21c1492996794688d9751edd1e5c287da645fa7a960e945bb4ea69855424a,IOCs associated with campaigns targeting Ukraine and Poland
7893965d1861c712b751bc2d5fb53a34ec0d276bcf389b7fc574728940575152,IOCs associated with campaigns targeting Ukraine and Poland
9c68332f701b8ba256f2c13b9de2d25803fe5876b19e757beb40d86c6631c1c6,USBOblivion.exe
01e36a9eb57d3c11cf827182a8e5eaf64f556004cd2e53d0b5da6470914775c2,USBOblivion64.exe
e0023932e836eb735d1f684d8bf33ad2e8a031797a78a1a1a353ee18c155a0ad,Trickbot
a573c781543b04747f259278de09908b1a76b2afc6c00cc6bb1eeefa4df43756,Trickbot
721cc1bbe4a6ebd1a417a064f95743568e8992028340c070dd5f159fe79f8ddf,Trickbot
2e7a4545bd1c13569510911f2fb6b18361744d72bd965b34b351912dac713c60,Trickbot
D5C2F87033A5BAEEB1B5B681F2C4A156FF1C05CCD1BFDAF6EAE019FC4D5320EE,Rhysida 
1A9C27E5BE8C58DA1C02FC4245A07831D5D431CDD1A91CD35D2DD0AD62DA71CD,Rhysida 
258DDD78655AC0587F64D7146E52549115B67465302C0CBD15A0CBA746F05595,Rhysida 
0BB0E1FCFF8CCF54C6F9ECFD4BBB6757F6A25CB0E7A173D12CF0F402A3AE706F,Rhysida 
F6F74E05E24DD2E4E60E5FB50F73FC720EE826A43F2F0056E5B88724FA06FBAB,Rhysida 
250E81EEB4DF4649CCB13E271AE3F80D44995B2F8FFCA7A2C5E1C738546C2AB1,Rhysida 
A864282FEA5A536510AE86C77CE46F7827687783628E4F2CEB5BF2C41B8CD3C6,Rhysida 
6903B00A15EFF9B494947896F222BD5B093A63AA1F340815823645FD57BD61DE,Rhysida 
3BC0340007F3A9831CB35766F2EB42DE81D13AEB99B3A8C07DEE0BB8B000CB96,Rhysida 
2A3942D213548573AF8CB07C13547C0D52D1C3D72365276D6623B3951BD6D1B2,Rhysida 
a99a9f2853ff0ca5b91767096c7f7e977b43e62dd93bde6d79e3407bc01f661d,oci.dll (zardoor)
0058d495254bf3760b30b5950d646f9a38506cef8f297c49c3b73c208ab723bf,zar32.dll (zardoor)
d267e2a6311fe4e2dfd0237652223add300b9a5233b555e131325a2612e1d7ef,zor32.dll (zardoor)
23885818c2a665d5a57ba16acfe46db68258da619a8db3df8f069c0205ac648e,malicious msi
6e068b9dcd8df03fd6456faeb4293c036b91a130a18f86a945c8964a576c1c70,malicious msi
e7b76e11101e35c46a7199851f82c69e819a3d856f6f68fa3af0636c3efde0ca,DarkGate payload
07dc0c5ad87204c98eeab48bd9a10a7c2c3a69971b44621d06c3d4b09bc4e6bf,DarkGate payload
fadabbf0ef32b7295b5c0dc1830816c35bce50ec9256d01a600d06f346a161d7,malicous au3 script
f70651906b9cbf25b3db874e969af7a14caac21bf1db328e4664db54566a15b0,SapphireStealer Blog 
8749bc50fc2b1f0a5f7a1c3c1a3132c45c30ba7dc7a849523bb42cf617fc4a65,SapphireStealer Blog 
94107e993c42fc6e0634be29191410b50c076e129260d23351baa9f6dc7c883e,SapphireStealer Blog 
53c1fca1263a535ac740916a24b28807246a204c6fa22b7374dc17fe913375d4,SapphireStealer Blog 
2c1c171db85455aa2676e02693c8a9b7d62055fee843a17097dba29915637acf,SapphireStealer Blog 
0e27b766a44e3524aee546e3279bcbca22255fa7171b8c6013efa7708e37c633,SapphireStealer Blog 
db94c26dc522719a77f7585bff8884400f389dab012a880734bd9dbc3e52d93c,SapphireStealer Blog 
e97941f812323e05ba4e83b138e8bb794b88efcd56980d07313b5acc965b2661,SapphireStealer Blog 
4ed3e2b343a8bff981a139af0f871bbe76e3e93ac0d6ad4c16acbb1ec0a74bff,SapphireStealer Blog 
40c2f1ee94d5f5283af9b6f7c660aba3921138fc1fcc66dab2489fc9e421589a,SapphireStealer Blog 
e596b3f12b96bf5526285df19dc9674aaaafeb8375eeac4face8eb4285c63e3b,SapphireStealer Blog 
920a9ec15ffeb5ad880c9368238c3b1ab189d429bd3ef99ac9ab16615eeacedf,SapphireStealer Blog 
d6900deab788bec8bd5343a64423ebea6b323603c10b3cca03c08ebe0774bb5a,SapphireStealer Blog 
5d0719c5e29e96b81ec8198e8bba5d531a2dc433c3107be6263dee33b54d578a,SapphireStealer Blog 
b4872f6bb69b449b9c13ac694a8e54a22dce012cba48a5e8bce0607690d08254,SapphireStealer Blog 
0cd26bb7a3a873d60a150ad2e776a37de07f1317639d75f3a0df4939982ac0bf,SapphireStealer Blog 
4966faf9e999db2f059162a8d1e17c44d8f77697ec268ff55f2f4efdb96797a8,SapphireStealer Blog 
d453919141d456afce8476b4af9082b4af8d4c644e8468aa62259d704c22e074,SapphireStealer Blog 
a00f787d5990ee8303bfd5cdc8eda650317434482e6f82cc53dfcf565006896d,SapphireStealer Blog 
7392019700b493b87ba4a53cc25e7cc639ce58da390b1b3780eaf8ee0889dcf3,SapphireStealer Blog 
ed8ec7a8dd089019cfd29143f008fa0951c56a35d73b2e1b274315152d0c0ee6,QuiteRAT 
db6a9934570fa98a93a979e7e0e218e0c9710e5a787b18c6948f2eedd9338984,CollectionRAT 
773760fd71d52457ba53a314f15dddb1a74e8b2f5a90e5e150dea48a21aa76df,CollectionRAT 
05e9fe8e9e693cb073ba82096c291145c953ca3a3f8b3974f9c66d15c1a3a11d,DeimosC2 
e3027062e602c5d1812c039739e2f93fc78341a67b77692567a4690935123abe,Trojanized Plink 
c5b4542d61af74cf7454d7f1c8d96218d709de38f94ccfa7c16b15f726dc08c0,Shrouded Snooper
04cf425e57e7d511f03189749c8c0a95483eeeb4c423e9ee1a6a766d2fe0094c,Shrouded Snooper
3875ed58c0d42e05c83843b32ed33d6ba5e94e18ffe8fb1bf34fd7dedf3f82a7,Shrouded Snooper
7495c1ea421063845eb8f4599a1c17c105f700ca0671ca874c5aa5aef3764c1c,Shrouded Snooper
1146b1f38e420936b7c5f6b22212f3aa93515f3738c861f499ed1047865549cb,Shrouded Snooper
9117bd328e37be121fb497596a2d0619a0eaca44752a1854523b8af46a5b0ceb,Shrouded Snooper
e1ad173e49eee1194f2a55afa681cef7c3b8f6c26572f474dec7a42e9f0cdc9d,Shrouded Snooper
75c562f9101eab86d03386fcf0ddfe3cdebec0008c2c5b5a94047c06ddeb2566,Qakbot
78784c02843a518bdc546534759dcdb3ea523c54751858a51f39e0f9d1492868,Qakbot
7ab8bcf9b4dc63ad3d9e1fe8eb2e8292a1545871fb2e3b5dd83c96a2b7e33b41,Qakbot
877f8a66be5c99d5a4636d74c566d61ebc1951049be5fa8968c132922ca4ba18,Qakbot
af5f5aa32a3e2bc802b9863c20de2eac0ca14e1002c02396e63e2aa38eb351c6,Qakbot
bfd2c062c12a261c4460cdc59cc9f7e80b72b455e852d08c106f12a3d657a575,Qakbot
d0013d23218a1aafdea792a0599b746af6966f765181c8c1dbfe7257be0cb022,Qakbot
d522a32eebc7f0108dbff116b7fa9dd457bf9f062465060115ec423c567c5115,Qakbot
e38a1648fc6494f881e3b793688ef4d69e925137c4c7494f4dd6c6604142a2bc,Qakbot
ec4ac7ade34402ad3757e97d03de7aa3dfee0ed53f28f32c99d8dbbb96958dcb,Qakbot
f2e2427107648e8d7be5f4e42341c702ceddb442191434128cbbf15c0325d8e9,Qakbot
7b4d227fddcc4e93ea0cdf017026ff2dad6efd6bc7de71b689dc0595a2a4fb4d,Qakbot
a2c654357d790d7c4cec619de951649db31ecdb63935f38b11bb37f983ff58de,Qakbot
c42ad519510936f14ab46fbad53606db8132ea52a11e3fc8d111fbccc7d9ab5a,Qakbot
34ea4cad8558fcab75631a44eae492a54e1cf9ae2f52e7d5fa712686acd06437,Qakbot
597541041b49043bd2abd482b3bf4dd233a0dbb47d5ef704ea9ee28705d2764b,Qakbot
86e96d3d22ead8f41f6a29f7bfe4b35c0d4ae5bd8da046ff0d01d9c6ea678dc2,Qakbot
ef74d2b8d1767667fb6817916f7d2d2c998358e07422a6af246151e0299f26aa,Qakbot
d5e59be8ad9418bebca786b3a0a681f7e97ea6374f379b0c4352fee1219b3c29,Arid Viper
8667482470edd4f7d484857fea5b560abe62553f299f25bb652f4c6baf697964,Arid Viper
D69cf49f703409bc01ff188902d88858a6237a2b4b0124d553a9fc490e8df68a,Arid Viper
1b6113f2faf070d078a643d77f09d4ca65410cf944a89530549fc1bebdb88c8c,Arid Viper
57fb9daf70417c3cbe390ac44979437c33802a049f7ab2d0e9b69f53763028c5,Arid Viper
f91e88dadc38e48215c81200920f0ac517da068ef00a75b1b67e3a0cd27a6552,Arid Viper
A8ca778c5852ae05344ac60b01ad7f43bb21bd8aa709ea1bb03d23bde3146885,Arid Viper
fb9306f6a0cacce21afd67d0887d7254172f61c7390fc06612c2ca9b55d28f80,Arid Viper
682b58cad9e815196b7d7ccf04ab7383a9bbf1f74e65679e6c708f2219b8692b,Arid Viper
e0e2a101ede6ccc266d2f7b7068b813d65afa4a3f65cb0c19eb73716f67983f7,Arid Viper
f15a22d2bdfa42d2297bd03c43413b36849f78b55360f2ad013493912b13378a,Arid Viper
ee7e5bd5254fff480f2b39bfc9dc17ccdad0b208ba59c010add52aee5187ed7f,Arid Viper
ee98fd4db0b153832b1d64d4fea1af86aff152758fe6b19d01438bc9940f2516,Arid Viper
9a7b9edddc3cd450aadc7340454465bd02c8619dda25c1ce8df12a87073e4a1f,Arid Viper
33ae5c96f8589cc8bcd2f5152ba360ca61f93ef406369966e69428989583a14e,Arid Viper
9a910baeada35d3f5fef157c0eb1761d35042657e40caa1846dfcf13a7e37082,Play Ransomware
731457e4704d299b353e802b72a6908dfa2124cbb5130b8cb9a943c6be6bcdc6,Play Ransomware
985bcbd8a18adf876feb3a80e437b46006536a03f35983f314a11a5ed4f8c0b2,sharpSpray[.]dll
58626a9bfb48cd30acd0d95debcaefd188ae794e1e0072c5bde8adae9bccafa6,Phobos Ransomware
f3be35f8b8301e39dd3dffc9325553516a085c12dc15494a5e2fce73c77069ed,Phobos Ransomware
518544e56e8ccee401ffa1b0a01a10ce23e49ec21ec441c6c7c3951b01c1b19c,Phobos Ransomware
32a674b59c3f9a45efde48368b4de7e0e76c19e06b2f18afb6638d1a080b2eb3,Phobos Ransomware
2704e269fb5cf9a02070a0ea07d82dc9d87f2cb95e60cb71d6c6d38b01869f66,Phobos Ransomware
fc4b14250db7f66107820ecc56026e6be3e8e0eb2d428719156cf1c53ae139c6,Phobos Ransomware
a91491f45b851a07f91ba5a200967921bf796d38677786de51a4a8fe5ddeafd2,Phobos Ransomware
8584094f79fce97321ee82ca5da41b6830ecc6a0921bcaddb8dd337827cd7d1a,SugarGh0st
3436135bb3839521e7712882f0f6548aff78db66a1064408c49f820a0b85d980,SugarGh0st
c758eed6660786097b63ac6748236b5b6084783703ea7ee2111e8f0bcaa3652e,SugarGh0st
6dff111b6adc9e33bed20eae99bec779f1c29dd55895a71125cfbe3c90950eb2,SugarGh0st
7c87451261dfce64fda987eb395694b5330fd958466c46c931440cd9dc227505,SugarGh0st
ddac61f918ed87b49ef15d05873e7f52b919758aef713145f6a7d538c714fa2e,SugarGh0st
f3ea4611c72d57eabf381d5639c3c8d1840cb005ed811f3038410fb2e04978c1,SugarGh0st
9d9a0af09fc9065bacabf1a193cad4386b5e8e5101639e07efa82992b723f3b0,SugarGh0st
5ad182c913f0b5cb6a34126137c335110d4c9472f5c745cb7a438d108b03b27c,SugarGh0st
38c815729f34aef6af531edf3f0c3f09635686dbe7e5db5cb97eca5b2b5b7712,SugarGh0st
adb4eb33213fa81c8b6cc013a6f4a43fa8b70eb8027433cf4339b532cb6e84cf,SugarGh0st
2e543adb701afd40affcb4c51bd8246398b0210bee641ca9aeffcca893c9e4a5,SugarGh0st
7cacdc84a0d690564c8471a4f58ab192ef7d9091ab0809933f616010bbf6846a,SugarGh0st
66982ebd5ebb75633723c7057a1e948ac3aafe3ff808397eb0c55c853c82f9e6,SugarGh0st
21f19d87d2169c82efd76ddb1baa024a1e59b93f82d28f276de853fc3ef8b20e,SugarGh0st
362fde3362e307af3787b9bf0b5c71f87b659a3217e054c4d0acea8b9e6d74b0,SugarGh0st
ee5982a71268c84a5c062095ce135780b8c2ffb1f266c2799173fb0f7bfdd33e,SugarGh0st
9783c0eee31ce6c5f795ecf387025af5d55208ff2713c470af2042721ab38606,SugarGh0st
410d7dc973d188cd0d962a59f48deb1cfc73adf37857765e90194f6e878d4488,SugarGh0st
bd0a1efe07fcb4af4bec1b2881a0711f0be34044680ad8cff958a68a70d4a914,SugarGh0st
ff0f28f96bbb6c80fc3823fe71d5e07e1a05b06986e82a2fbe324d68ba5ab2ea,SugarGh0st
0730ba533b949aa5815408e2cbc0784c7e348866deb4fac8d0665d88d7a95794,FakeBat
e1cc69cb0a99968de6f18c602abf751048b50edc7bdf7cdd4344db3f01bb45dc,FakeBat
20d8de82f008b58f312a92ce13f739f8bf94511f4cf8f17180dc3308b3fc82c4,FakeBat
0fd2969bbe6ecd92a21a0e994b62efdafc1ffead78cae417a203e57347ffa145,FakeBat
943a1f1c4af5636f0a8e040e55bfb6e902c0d651826749e202150237c6e12669,FakeBat
f433a5982dfa78a47c826ccd0c5b0b8d7a8f8fc34dfdb403f171543f5fc09ba8,FakeBat
830c0c34645ca67c3ab90b4078caab13f844d35d97e15cf0869ee2857a0f7420,FakeBat
32a6bfafdeafa99339a92d25eb188c6c4f51c5ce9e014e7bb299bcf9c9c9f304,FakeBat
d2241bf12ff674c8fd94cb9c3a710fd25a1a405a3346d72847805fd0cca13ab7,FakeBat
000752074544950ae9020a35ccd77de277f1cd5026b4b9559279dc3b86965eee,HazyLoad
534f5612954db99c86baa67ef51a3ad88bc21735bce7bb591afa8a4317c35433,NineRAT
ba8cd92cc059232203bcadee260ddbae273fc4c89b18424974955607476982c4,NineRAT
47e017b40d418374c0889e4d22aa48633b1d41b16b61b1f2897a39112a435d30,NineRAT
f91188d23b14526676706a5c9ead05c1a91ea0b9d6ac902623bc565e1c200a59,NineRAT
5b02fc3cfb5d74c09cab724b5b54c53a7c07e5766bffe5b1adf782c9e86a8541,NineRAT
82d4a0fef550af4f01a07041c16d851f262d859a3352475c62630e2c16a21def,NineRAT
0e416e3cc1673d8fc3e7b2469e491c005152b9328515ea9bbd7cf96f1d23a99f,BottomLoader
e615ea30dd37644526060689544c1a1d263b6bb77fe3084aa7883669c1fde12f,DLRAT
9a48357c06758217b3a99cdf4ab83263c04bdea98c347dd14b254cab6c81b13a,DLRAT
97edc538295883c8961dfe634c2ca52526197e0ecbdb1a3646ae6d7f4a52e37c,Malicious Microsoft Excel document
424c2b2020c57524e9478cc214bd98ec2abee1f3fb2fb7b2db54c5e90f877b18,Agent Tesla (vbc.exe) downloaded via the Excel document
0e2132e2726723bc1243792db355189c85357360f8dbccda0d2dfa606f4f5c9e,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
1d57ded7c61b4cd4a9425250e52278b03941422dd0a4efd2c6ccf9fc16689f91,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
3081b16ec91843477b9dd955a866bcb44b190deba3b1d1b116757e5e06cb1f72,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
3ceec6e4a25b315cab67cd12a7196184aa790077ea450799715d21a62d7c381f,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
658639ff9e922a0b5bb43f735bbdb6c7031fe95563f93d3abc4cadb0d636501b,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
760797864a17fab4d59f8020596d903d5687b715ed653331d70e9858901b508b,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
7e5fd0b2529158c10ebdfd6e16baf47b21ad130cd2029c209ad9e86079198353,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
88795f8604ff45cf99511ea679abc53eeaea3104a52cffe90b31ac1f90c3bbdc,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
8fba6e02faea982792e2d5e1be85ddbbdd046ecaf8f4f8f49473f8fe19bf1edc,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
9afc79d9a050c6d606a9b6b28ba80c1e180c7a0461773703c1eccb82410d36fb,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
9cd8bd072e57c626d96060ebbeecdbc4d9e265124caa7ee1c9f93eb65dc09087,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
b81f06e4f0b8e734a45beba430431f9e6604dfc376c1854bf14bdd69a22e27cf,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
ce236c0b8e452cdc3e1de9c973d2243be321a1b5ec6f70a79c0385b3aae6cc39,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
e809487a262b53af2f306530eaa493b5a788c5a737c2c425168cf330c00f4f69,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
f0d897649052d84f292f722fef67c7c15c4974c25f95b91183f5bac058a02d30,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
fab82622529c81a7d221ebd384614777004341b0d8c60095c217680c3743a47b,Phoenix infostealer executables with malware configuration pointing to mail[.]hotelharmika[.]com
66387dee05618f5316bb7f20bab1f3ea950a8f2fde86c9d151547add4400cec8,Agent Tesla sample with malware configuration pointing to mail.hotelharmika[.]com
768B7F59E1C3A6B78A2604D2733DFE28E0C23420316E6301249C1FF1B86AEF4E,NoEscape Ransomware Payload 1
B1A8EB456F0915BDF8A9BDE97DAF6BC5AC4D97A3465017CB429E00C6EB24B97A,NoEscape Ransomware Payload 2
CAE1B9766E6D3E30349F99DFFB9978F9C43CE96C30D2AFD622E4D69279A31B61,ITarian Executable
76FD75FE9A46F78FAB48A6723CA824CBD4FCFE91C460D3B4EAA654DD7F5CCBE8,ITarian Executable
D0D5741FB38C3D520D022E2D268FB948BC72EE6FD489AA0FBC7A5EF034C1183C,ITarian Executable
0DA892EB5469E8F136421EC72919E2D25D091EE573A1E1C436DE9A0830C84362,ITarian Installer
7FA49A4168D4134FA114627DB333F4119E7D81186D35FC4B3B290F28C67B2F1D,Sliver
74ADC7DE12DED84F6ECE5FAD1AEF4CFCD06680BB47320D3732D07B620ED6054A,Sliver
7819512C0CB140CFF0E2C2F1EF415273F1F63F3DA03580179EEA51AFAD5B98AC,Sliver
BB9BBF90461EABEA5DBE249B2592A46E117EF75E2317F07C274542B77859FF57,Sliver
791C943C502070D7A9CED86024FA8D9608D65EBFD855D84233B4328C915BCEBE,Sliver
6AD342FBFE679C66ECF31B7DA1744CBF78C3DC9F4DBC61F255AF28004E36A327,Rclone.exe
f71f7c68209ea8218463df397e5c39ef5f916f138dc001feb3a60ef585bd2ac2,Zardoor
